# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000631	protein_coding	0	0	0	254	0	0	0	39	0	0	0	176	0	0	0	0	39
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000692	protein_coding	0	0	0	253	0	0	0	39	0	0	0	176	0	0	0	0	38
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000744	protein_coding	0	0	0	242	0	0	0	35	0	0	0	169	0	0	0	0	38
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000782	protein_coding	0	0	0	242	0	0	0	35	0	0	0	169	0	0	0	0	38
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000838	protein_coding	0	0	0	241	0	0	0	37	0	0	0	166	0	0	0	0	38
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000877	protein_coding	0	0	0	227	0	0	0	28	0	0	0	161	0	0	0	0	38
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000897	protein_coding	0	0	0	214	0	0	0	24	0	0	0	152	0	0	0	0	38
gene:ENSCPGG00000000119	gene:ENSCPGG00000000119	ENSCPGT00000000900	protein_coding	0	0	0	214	0	0	0	24	0	0	0	152	0	0	0	0	38
gene:ENSCPGG00000000127	gene:ENSCPGG00000000127	ENSCPGT00000000186	protein_coding	0	0	0	94	0	0	0	28	0	0	0	48	0	0	0	0	18
gene:ENSCPGG00000000133	gene:ENSCPGG00000000133	ENSCPGT00000000206	protein_coding	0	0	0	135	0	0	0	28	0	0	0	66	0	0	0	0	41
gene:ENSCPGG00000000176	gene:ENSCPGG00000000176	ENSCPGT00000000254	protein_coding	0	0	0	150	0	0	0	18	0	0	0	114	0	0	0	0	18
gene:ENSCPGG00000000176	gene:ENSCPGG00000000176	ENSCPGT00000000265	protein_coding	0	0	0	150	0	0	0	18	0	0	0	114	0	0	0	0	18
gene:ENSCPGG00000000213	gene:ENSCPGG00000000213	ENSCPGT00000000288	protein_coding	0	0	0	61	0	0	0	20	0	0	0	14	0	0	0	0	27
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000664	protein_coding	0	0	0	69	0	0	0	11	0	0	0	44	0	0	0	0	14
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000896	protein_coding	0	0	0	68	0	0	0	11	0	0	0	42	0	0	0	0	15
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000901	protein_coding	0	0	0	68	0	0	0	11	0	0	0	42	0	0	0	0	15
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000907	protein_coding	0	0	0	68	0	0	0	11	0	0	0	42	0	0	0	0	15
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000922	protein_coding	0	0	0	68	0	0	0	11	0	0	0	42	0	0	0	0	15
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000944	protein_coding	0	0	0	68	0	0	0	11	0	0	0	42	0	0	0	0	15
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000948	protein_coding	0	0	0	68	0	0	0	11	0	0	0	42	0	0	0	0	15
gene:ENSCPGG00000000293	gene:ENSCPGG00000000293	ENSCPGT00000000949	protein_coding	0	0	0	68	0	0	0	11	0	0	0	42	0	0	0	0	15
gene:ENSCPGG00000000657	gene:ENSCPGG00000000657	ENSCPGT00000000937	protein_coding	0	0	0	167	0	0	0	29	0	0	0	115	0	0	0	0	23
gene:ENSCPGG00000000699	gene:ENSCPGG00000000699	ENSCPGT00000000994	protein_coding	0	0	0	99	0	0	0	43	0	0	0	25	0	0	0	0	31
gene:ENSCPGG00000000714	gene:ENSCPGG00000000714	ENSCPGT00000001013	protein_coding	0	0	0	55	0	0	0	0	0	0	0	48	0	0	0	0	7
gene:ENSCPGG00000000714	gene:ENSCPGG00000000714	ENSCPGT00000001021	protein_coding	0	0	0	55	0	0	0	0	0	0	0	48	0	0	0	0	7
gene:ENSCPGG00000000720	gene:ENSCPGG00000000720	ENSCPGT00000001019	protein_coding	0	0	0	175	0	0	0	28	0	0	0	111	0	0	0	0	36
gene:ENSCPGG00000000733	gene:ENSCPGG00000000733	ENSCPGT00000001036	protein_coding	0	0	0	148	0	0	0	41	0	0	0	75	0	0	0	0	32
gene:ENSCPGG00000000800	gene:ENSCPGG00000000800	ENSCPGT00000001310	protein_coding	0	0	0	1178	0	0	0	33	0	0	0	1100	0	0	0	0	45
gene:ENSCPGG00000000800	gene:ENSCPGG00000000800	ENSCPGT00000001445	protein_coding	0	0	0	1125	0	0	0	33	0	0	0	1050	0	0	0	0	42
gene:ENSCPGG00000001048	gene:ENSCPGG00000001048	ENSCPGT00000001472	protein_coding	0	0	0	416	0	0	0	19	0	0	0	367	0	0	0	0	30
gene:ENSCPGG00000001060	gene:ENSCPGG00000001060	ENSCPGT00000001493	protein_coding	0	0	0	72	0	0	0	22	0	0	0	32	0	0	0	0	18
gene:ENSCPGG00000001078	gene:ENSCPGG00000001078	ENSCPGT00000001523	protein_coding	0	0	0	38	0	0	0	13	0	0	0	2	0	0	0	0	23
gene:ENSCPGG00000001087	gene:ENSCPGG00000001087	ENSCPGT00000001539	protein_coding	0	0	0	439	0	0	0	28	0	0	0	372	0	0	0	0	39
gene:ENSCPGG00000001087	gene:ENSCPGG00000001087	ENSCPGT00000001553	protein_coding	0	0	0	433	0	0	0	28	0	0	0	371	0	0	0	0	34
gene:ENSCPGG00000001087	gene:ENSCPGG00000001087	ENSCPGT00000001578	protein_coding	0	0	0	433	0	0	0	28	0	0	0	371	0	0	0	0	34
gene:ENSCPGG00000001087	gene:ENSCPGG00000001087	ENSCPGT00000001585	protein_coding	0	0	0	396	0	0	0	28	0	0	0	338	0	0	0	0	30
gene:ENSCPGG00000001125	gene:ENSCPGG00000001125	ENSCPGT00000001601	protein_coding	0	0	0	51	0	0	0	19	0	0	0	11	0	0	0	0	21
gene:ENSCPGG00000001135	gene:ENSCPGG00000001135	ENSCPGT00000001676	protein_coding	0	0	0	233	0	0	0	29	0	0	0	186	0	0	0	0	18
gene:ENSCPGG00000001135	gene:ENSCPGG00000001135	ENSCPGT00000001692	protein_coding	0	0	0	189	0	0	0	12	0	0	0	155	0	0	0	0	22
gene:ENSCPGG00000001206	gene:ENSCPGG00000001206	ENSCPGT00000001731	protein_coding	0	0	0	644	0	0	0	19	0	0	0	610	0	0	0	0	15
gene:ENSCPGG00000001235	gene:ENSCPGG00000001235	ENSCPGT00000001773	protein_coding	0	0	0	977	0	0	0	30	0	0	0	920	0	0	0	0	27
gene:ENSCPGG00000001235	gene:ENSCPGG00000001235	ENSCPGT00000001781	protein_coding	0	0	0	908	0	0	0	28	0	0	0	853	0	0	0	0	27
gene:ENSCPGG00000001235	gene:ENSCPGG00000001235	ENSCPGT00000001810	protein_coding	0	0	0	908	0	0	0	28	0	0	0	853	0	0	0	0	27
gene:ENSCPGG00000001235	gene:ENSCPGG00000001235	ENSCPGT00000001849	protein_coding	0	0	0	908	0	0	0	28	0	0	0	853	0	0	0	0	27
gene:ENSCPGG00000001235	gene:ENSCPGG00000001235	ENSCPGT00000001923	protein_coding	0	0	0	908	0	0	0	28	0	0	0	853	0	0	0	0	27
gene:ENSCPGG00000001235	gene:ENSCPGG00000001235	ENSCPGT00000001935	protein_coding	0	0	0	681	0	0	0	28	0	0	0	629	0	0	0	0	24
gene:ENSCPGG00000001349	gene:ENSCPGG00000001349	ENSCPGT00000001969	protein_coding	0	0	0	168	0	0	0	17	0	0	0	136	0	0	0	0	15
gene:ENSCPGG00000001391	gene:ENSCPGG00000001391	ENSCPGT00000002029	protein_coding	0	0	0	2368	0	0	0	23	0	0	0	2318	0	0	0	0	27
gene:ENSCPGG00000001391	gene:ENSCPGG00000001391	ENSCPGT00000002050	protein_coding	0	0	0	2368	0	0	0	23	0	0	0	2318	0	0	0	0	27
gene:ENSCPGG00000001391	gene:ENSCPGG00000001391	ENSCPGT00000002129	protein_coding	0	0	0	2368	0	0	0	23	0	0	0	2318	0	0	0	0	27
gene:ENSCPGG00000001391	gene:ENSCPGG00000001391	ENSCPGT00000002185	protein_coding	0	0	0	2302	0	0	0	37	0	0	0	2238	0	0	0	0	27
gene:ENSCPGG00000001553	gene:ENSCPGG00000001553	ENSCPGT00000002288	protein_coding	0	0	0	303	0	0	0	25	0	0	0	237	0	0	0	0	41
gene:ENSCPGG00000001553	gene:ENSCPGG00000001553	ENSCPGT00000002289	protein_coding	0	0	0	177	0	0	0	22	0	0	0	114	0	0	0	0	41
gene:ENSCPGG00000001553	gene:ENSCPGG00000001553	ENSCPGT00000002308	protein_coding	0	0	0	177	0	0	0	22	0	0	0	114	0	0	0	0	41
gene:ENSCPGG00000001581	gene:ENSCPGG00000001581	ENSCPGT00000002327	protein_coding	0	0	0	93	0	0	0	25	0	0	0	38	0	0	0	0	30
gene:ENSCPGG00000001595	gene:ENSCPGG00000001595	ENSCPGT00000002346	miRNA	0	0	0	35	0	0	0	19	0	0	0	0	0	0	0	0	16
gene:ENSCPGG00000001600	gene:ENSCPGG00000001600	ENSCPGT00000002353	protein_coding	0	0	0	402	0	0	0	32	0	0	0	341	0	0	0	0	29
gene:ENSCPGG00000001611	gene:ENSCPGG00000001611	ENSCPGT00000002372	protein_coding	0	0	0	198	0	0	0	21	0	0	0	151	0	0	0	0	26
gene:ENSCPGG00000001629	gene:ENSCPGG00000001629	ENSCPGT00000002403	protein_coding	0	0	0	532	0	0	0	35	0	0	0	469	0	0	0	0	28
gene:ENSCPGG00000001629	gene:ENSCPGG00000001629	ENSCPGT00000002415	protein_coding	0	0	0	532	0	0	0	35	0	0	0	469	0	0	0	0	28
gene:ENSCPGG00000001629	gene:ENSCPGG00000001629	ENSCPGT00000002446	protein_coding	0	0	0	532	0	0	0	35	0	0	0	469	0	0	0	0	28
gene:ENSCPGG00000001658	gene:ENSCPGG00000001658	ENSCPGT00000002459	miRNA	0	0	0	55	0	0	0	32	0	0	0	0	0	0	0	0	23
gene:ENSCPGG00000001667	gene:ENSCPGG00000001667	ENSCPGT00000002474	protein_coding	0	0	0	138	0	0	0	50	0	0	0	60	0	0	0	0	28
gene:ENSCPGG00000001688	gene:ENSCPGG00000001688	ENSCPGT00000002497	protein_coding	0	0	0	935	0	0	0	22	0	0	0	884	0	0	0	0	29
gene:ENSCPGG00000001688	gene:ENSCPGG00000001688	ENSCPGT00000002549	protein_coding	0	0	0	930	0	0	0	22	0	0	0	882	0	0	0	0	26
gene:ENSCPGG00000001688	gene:ENSCPGG00000001688	ENSCPGT00000002612	protein_coding	0	0	0	527	0	0	0	22	0	0	0	478	0	0	0	0	27
gene:ENSCPGG00000001805	gene:ENSCPGG00000001805	ENSCPGT00000002675	protein_coding	0	0	0	1174	0	0	0	32	0	0	0	1118	0	0	0	0	24
gene:ENSCPGG00000001805	gene:ENSCPGG00000001805	ENSCPGT00000002720	protein_coding	0	0	0	743	0	0	0	21	0	0	0	698	0	0	0	0	24
gene:ENSCPGG00000001853	gene:ENSCPGG00000001853	ENSCPGT00000002764	protein_coding	0	0	0	1182	0	0	0	27	0	0	0	1123	0	0	0	0	32
gene:ENSCPGG00000001889	gene:ENSCPGG00000001889	ENSCPGT00000002810	protein_coding	0	0	0	1180	0	0	0	41	0	0	0	1109	0	0	0	0	30
gene:ENSCPGG00000001889	gene:ENSCPGG00000001889	ENSCPGT00000002824	protein_coding	0	0	0	915	0	0	0	41	0	0	0	836	0	0	0	0	38
gene:ENSCPGG00000001918	gene:ENSCPGG00000001918	ENSCPGT00000002843	protein_coding	0	0	0	139	0	0	0	40	0	0	0	55	0	0	0	0	44
gene:ENSCPGG00000001934	gene:ENSCPGG00000001934	ENSCPGT00000002863	protein_coding	0	0	0	170	0	0	0	23	0	0	0	116	0	0	0	0	31
gene:ENSCPGG00000001946	gene:ENSCPGG00000001946	ENSCPGT00000002887	protein_coding	0	0	0	114	0	0	0	31	0	0	0	49	0	0	0	0	34
gene:ENSCPGG00000001946	gene:ENSCPGG00000001946	ENSCPGT00000002894	protein_coding	0	0	0	112	0	0	0	30	0	0	0	48	0	0	0	0	34
gene:ENSCPGG00000001968	gene:ENSCPGG00000001968	ENSCPGT00000002953	protein_coding	0	0	0	158	0	0	0	27	0	0	0	104	0	0	0	0	27
gene:ENSCPGG00000001968	gene:ENSCPGG00000001968	ENSCPGT00000002977	protein_coding	0	0	0	146	0	0	0	34	0	0	0	85	0	0	0	0	27
gene:ENSCPGG00000002034	gene:ENSCPGG00000002034	ENSCPGT00000003011	protein_coding	0	0	0	141	0	0	0	25	0	0	0	84	0	0	0	0	32
gene:ENSCPGG00000002034	gene:ENSCPGG00000002034	ENSCPGT00000003029	protein_coding	0	0	0	141	0	0	0	25	0	0	0	84	0	0	0	0	32
gene:ENSCPGG00000002054	gene:ENSCPGG00000002054	ENSCPGT00000003046	protein_coding	0	0	0	87	0	0	0	41	0	0	0	15	0	0	0	0	31
gene:ENSCPGG00000002069	gene:ENSCPGG00000002069	ENSCPGT00000003066	protein_coding	0	0	0	195	0	0	0	21	0	0	0	142	0	0	0	0	32
gene:ENSCPGG00000002078	gene:ENSCPGG00000002078	ENSCPGT00000003112	protein_coding	0	0	0	218	0	0	0	23	0	0	0	182	0	0	0	0	13
gene:ENSCPGG00000002107	gene:ENSCPGG00000002107	ENSCPGT00000003126	protein_coding	0	0	0	226	0	0	0	20	0	0	0	183	0	0	0	0	23
gene:ENSCPGG00000002107	gene:ENSCPGG00000002107	ENSCPGT00000003149	protein_coding	0	0	0	226	0	0	0	20	0	0	0	183	0	0	0	0	23
gene:ENSCPGG00000002145	gene:ENSCPGG00000002145	ENSCPGT00000003184	protein_coding	0	0	0	207	0	0	0	20	0	0	0	155	0	0	0	0	32
gene:ENSCPGG00000002155	gene:ENSCPGG00000002155	ENSCPGT00000003195	protein_coding	0	0	0	319	0	0	0	39	0	0	0	251	0	0	0	0	29
gene:ENSCPGG00000002155	gene:ENSCPGG00000002155	ENSCPGT00000003203	protein_coding	0	0	0	226	0	0	0	14	0	0	0	183	0	0	0	0	29
gene:ENSCPGG00000002165	gene:ENSCPGG00000002165	ENSCPGT00000003224	protein_coding	0	0	0	50	0	0	0	18	0	0	0	9	0	0	0	0	23
gene:ENSCPGG00000002183	gene:ENSCPGG00000002183	ENSCPGT00000003245	protein_coding	0	0	0	70	0	0	0	25	0	0	0	24	0	0	0	0	21
gene:ENSCPGG00000002185	gene:ENSCPGG00000002185	ENSCPGT00000003249	protein_coding	0	0	0	72	0	0	0	28	0	0	0	22	0	0	0	0	22
gene:ENSCPGG00000002190	gene:ENSCPGG00000002190	ENSCPGT00000003261	rRNA	0	0	0	54	0	0	0	27	0	0	0	0	0	0	0	0	27
gene:ENSCPGG00000002197	gene:ENSCPGG00000002197	ENSCPGT00000003268	protein_coding	0	0	0	47	0	0	0	16	0	0	0	17	0	0	0	0	14
gene:ENSCPGG00000002203	gene:ENSCPGG00000002203	ENSCPGT00000003274	protein_coding	0	0	0	51	0	0	0	23	0	0	0	18	0	0	0	0	10
gene:ENSCPGG00000002203	gene:ENSCPGG00000002203	ENSCPGT00000003281	protein_coding	0	0	0	47	0	0	0	19	0	0	0	18	0	0	0	0	10
gene:ENSCPGG00000002212	gene:ENSCPGG00000002212	ENSCPGT00000003290	misc_RNA	0	0	0	46	0	0	0	24	0	0	0	0	0	0	0	0	22
gene:ENSCPGG00000002221	gene:ENSCPGG00000002221	ENSCPGT00000003303	protein_coding	0	0	0	309	0	0	0	38	0	0	0	224	0	0	0	0	47
gene:ENSCPGG00000002239	gene:ENSCPGG00000002239	ENSCPGT00000003331	protein_coding	0	0	0	409	0	0	0	39	0	0	0	341	0	0	0	0	29
gene:ENSCPGG00000002244	gene:ENSCPGG00000002244	ENSCPGT00000003339	protein_coding	0	0	0	2834	0	0	0	45	0	0	0	2754	0	0	0	0	35
gene:ENSCPGG00000002258	gene:ENSCPGG00000002258	ENSCPGT00000003377	protein_coding	0	0	0	260	0	0	0	18	0	0	0	222	0	0	0	0	20
gene:ENSCPGG00000002268	gene:ENSCPGG00000002268	ENSCPGT00000003390	protein_coding	0	0	0	194	0	0	0	19	0	0	0	158	0	0	0	0	17
gene:ENSCPGG00000002275	gene:ENSCPGG00000002275	ENSCPGT00000003399	protein_coding	0	0	0	85	0	0	0	27	0	0	0	20	0	0	0	0	38
gene:ENSCPGG00000002282	gene:ENSCPGG00000002282	ENSCPGT00000003408	protein_coding	0	0	0	104	0	0	0	29	0	0	0	51	0	0	0	0	24
gene:ENSCPGG00000002282	gene:ENSCPGG00000002282	ENSCPGT00000003410	protein_coding	0	0	0	86	0	0	0	31	0	0	0	31	0	0	0	0	24
gene:ENSCPGG00000002288	gene:ENSCPGG00000002288	ENSCPGT00000003417	protein_coding	0	0	0	152	0	0	0	25	0	0	0	96	0	0	0	0	31
gene:ENSCPGG00000002298	gene:ENSCPGG00000002298	ENSCPGT00000003427	protein_coding	0	0	0	739	0	0	0	29	0	0	0	679	0	0	0	0	31
gene:ENSCPGG00000002300	gene:ENSCPGG00000002300	ENSCPGT00000003430	protein_coding	0	0	0	136	0	0	0	26	0	0	0	84	0	0	0	0	26
gene:ENSCPGG00000002316	gene:ENSCPGG00000002316	ENSCPGT00000003751	protein_coding	0	0	0	743	0	0	0	12	0	0	0	707	0	0	0	0	24
gene:ENSCPGG00000002526	gene:ENSCPGG00000002526	ENSCPGT00000003763	protein_coding	0	0	0	205	0	0	0	26	0	0	0	153	0	0	0	0	26
gene:ENSCPGG00000002526	gene:ENSCPGG00000002526	ENSCPGT00000003769	protein_coding	0	0	0	185	0	0	0	26	0	0	0	141	0	0	0	0	18
gene:ENSCPGG00000002543	gene:ENSCPGG00000002543	ENSCPGT00000003780	protein_coding	0	0	0	94	0	0	0	25	0	0	0	36	0	0	0	0	33
gene:ENSCPGG00000002551	gene:ENSCPGG00000002551	ENSCPGT00000003790	protein_coding	0	0	0	95	0	0	0	25	0	0	0	40	0	0	0	0	30
gene:ENSCPGG00000002555	gene:ENSCPGG00000002555	ENSCPGT00000003797	protein_coding	0	0	0	235	0	0	0	28	0	0	0	176	0	0	0	0	31
gene:ENSCPGG00000002555	gene:ENSCPGG00000002555	ENSCPGT00000003805	protein_coding	0	0	0	235	0	0	0	28	0	0	0	176	0	0	0	0	31
gene:ENSCPGG00000002571	gene:ENSCPGG00000002571	ENSCPGT00000003821	protein_coding	0	0	0	472	0	0	0	29	0	0	0	412	0	0	0	0	31
gene:ENSCPGG00000002573	gene:ENSCPGG00000002573	ENSCPGT00000003824	protein_coding	0	0	0	96	0	0	0	22	0	0	0	46	0	0	0	0	28
gene:ENSCPGG00000002577	gene:ENSCPGG00000002577	ENSCPGT00000003834	protein_coding	0	0	0	132	0	0	0	20	0	0	0	77	0	0	0	0	35
gene:ENSCPGG00000002589	gene:ENSCPGG00000002589	ENSCPGT00000003848	protein_coding	0	0	0	374	0	0	0	34	0	0	0	328	0	0	0	0	12
gene:ENSCPGG00000002589	gene:ENSCPGG00000002589	ENSCPGT00000003860	protein_coding	0	0	0	374	0	0	0	34	0	0	0	328	0	0	0	0	12
gene:ENSCPGG00000002614	gene:ENSCPGG00000002614	ENSCPGT00000003888	protein_coding	0	0	0	501	0	0	0	43	0	0	0	428	0	0	0	0	30
gene:ENSCPGG00000002628	gene:ENSCPGG00000002628	ENSCPGT00000003904	protein_coding	0	0	0	332	0	0	0	34	0	0	0	275	0	0	0	0	23
gene:ENSCPGG00000002634	gene:ENSCPGG00000002634	ENSCPGT00000003915	protein_coding	0	0	0	245	0	0	0	46	0	0	0	162	0	0	0	0	37
gene:ENSCPGG00000002634	gene:ENSCPGG00000002634	ENSCPGT00000003923	protein_coding	0	0	0	181	0	0	0	17	0	0	0	127	0	0	0	0	37
gene:ENSCPGG00000002645	gene:ENSCPGG00000002645	ENSCPGT00000003936	protein_coding	0	0	0	177	0	0	0	12	0	0	0	157	0	0	0	0	8
gene:ENSCPGG00000002659	gene:ENSCPGG00000002659	ENSCPGT00000003958	misc_RNA	0	0	0	64	0	0	0	35	0	0	0	0	0	0	0	0	29
gene:ENSCPGG00000002662	gene:ENSCPGG00000002662	ENSCPGT00000003961	protein_coding	0	0	0	69	0	0	0	17	0	0	0	35	0	0	0	0	17
gene:ENSCPGG00000002672	gene:ENSCPGG00000002672	ENSCPGT00000003972	protein_coding	0	0	0	70	0	0	0	29	0	0	0	4	0	0	0	0	37
gene:ENSCPGG00000002678	gene:ENSCPGG00000002678	ENSCPGT00000003980	protein_coding	0	0	0	74	0	0	0	36	0	0	0	21	0	0	0	0	17
gene:ENSCPGG00000002695	gene:ENSCPGG00000002695	ENSCPGT00000003997	protein_coding	0	0	0	204	0	0	0	41	0	0	0	141	0	0	0	0	22
gene:ENSCPGG00000002695	gene:ENSCPGG00000002695	ENSCPGT00000003998	protein_coding	0	0	0	139	0	0	0	21	0	0	0	96	0	0	0	0	22
gene:ENSCPGG00000002699	gene:ENSCPGG00000002699	ENSCPGT00000004004	protein_coding	0	0	0	108	0	0	0	24	0	0	0	45	0	0	0	0	39
gene:ENSCPGG00000002707	gene:ENSCPGG00000002707	ENSCPGT00000004012	protein_coding	0	0	0	410	0	0	0	34	0	0	0	340	0	0	0	0	36
gene:ENSCPGG00000002710	gene:ENSCPGG00000002710	ENSCPGT00000004018	protein_coding	0	0	0	247	0	0	0	33	0	0	0	173	0	0	0	0	41
gene:ENSCPGG00000002731	gene:ENSCPGG00000002731	ENSCPGT00000004043	protein_coding	0	0	0	1288	0	0	0	24	0	0	0	1239	0	0	0	0	25
gene:ENSCPGG00000002731	gene:ENSCPGG00000002731	ENSCPGT00000004067	protein_coding	0	0	0	1288	0	0	0	24	0	0	0	1239	0	0	0	0	25
gene:ENSCPGG00000002731	gene:ENSCPGG00000002731	ENSCPGT00000004114	protein_coding	0	0	0	1288	0	0	0	24	0	0	0	1239	0	0	0	0	25
gene:ENSCPGG00000002731	gene:ENSCPGG00000002731	ENSCPGT00000004148	protein_coding	0	0	0	1288	0	0	0	24	0	0	0	1239	0	0	0	0	25
gene:ENSCPGG00000002856	gene:ENSCPGG00000002856	ENSCPGT00000004800	protein_coding	0	0	0	323	0	0	0	35	0	0	0	244	0	0	0	0	44
gene:ENSCPGG00000002856	gene:ENSCPGG00000002856	ENSCPGT00000004818	protein_coding	0	0	0	310	0	0	0	35	0	0	0	235	0	0	0	0	40
gene:ENSCPGG00000002856	gene:ENSCPGG00000002856	ENSCPGT00000004856	protein_coding	0	0	0	307	0	0	0	35	0	0	0	234	0	0	0	0	38
gene:ENSCPGG00000002856	gene:ENSCPGG00000002856	ENSCPGT00000004906	protein_coding	0	0	0	283	0	0	0	35	0	0	0	218	0	0	0	0	30
gene:ENSCPGG00000003277	gene:ENSCPGG00000003277	ENSCPGT00000004920	protein_coding	0	0	0	92	0	0	0	18	0	0	0	41	0	0	0	0	33
gene:ENSCPGG00000003279	gene:ENSCPGG00000003279	ENSCPGT00000004924	protein_coding	0	0	0	40	0	0	0	13	0	0	0	20	0	0	0	0	7
gene:ENSCPGG00000003283	gene:ENSCPGG00000003283	ENSCPGT00000004936	protein_coding	0	0	0	99	0	0	0	29	0	0	0	47	0	0	0	0	23
gene:ENSCPGG00000003285	gene:ENSCPGG00000003285	ENSCPGT00000004941	protein_coding	0	0	0	95	0	0	0	17	0	0	0	42	0	0	0	0	36
gene:ENSCPGG00000003285	gene:ENSCPGG00000003285	ENSCPGT00000004949	protein_coding	0	0	0	95	0	0	0	17	0	0	0	42	0	0	0	0	36
gene:ENSCPGG00000003298	gene:ENSCPGG00000003298	ENSCPGT00000004966	protein_coding	0	0	0	132	0	0	0	33	0	0	0	77	0	0	0	0	22
gene:ENSCPGG00000003298	gene:ENSCPGG00000003298	ENSCPGT00000004969	protein_coding	0	0	0	132	0	0	0	33	0	0	0	77	0	0	0	0	22
gene:ENSCPGG00000003307	gene:ENSCPGG00000003307	ENSCPGT00000004982	protein_coding	0	0	0	641	0	0	0	16	0	0	0	598	0	0	0	0	27
gene:ENSCPGG00000003307	gene:ENSCPGG00000003307	ENSCPGT00000004986	protein_coding	0	0	0	641	0	0	0	16	0	0	0	598	0	0	0	0	27
gene:ENSCPGG00000003349	gene:ENSCPGG00000003349	ENSCPGT00000005177	protein_coding	0	0	0	298	0	0	0	22	0	0	0	260	0	0	0	0	16
gene:ENSCPGG00000003349	gene:ENSCPGG00000003349	ENSCPGT00000005209	protein_coding	0	0	0	298	0	0	0	22	0	0	0	260	0	0	0	0	16
gene:ENSCPGG00000003349	gene:ENSCPGG00000003349	ENSCPGT00000005211	protein_coding	0	0	0	298	0	0	0	22	0	0	0	260	0	0	0	0	16
gene:ENSCPGG00000003349	gene:ENSCPGG00000003349	ENSCPGT00000005240	protein_coding	0	0	0	274	0	0	0	22	0	0	0	222	0	0	0	0	30
gene:ENSCPGG00000003349	gene:ENSCPGG00000003349	ENSCPGT00000005260	protein_coding	0	0	0	274	0	0	0	22	0	0	0	222	0	0	0	0	30
gene:ENSCPGG00000003470	gene:ENSCPGG00000003470	ENSCPGT00000005292	protein_coding	0	0	0	503	0	0	0	30	0	0	0	450	0	0	0	0	23
gene:ENSCPGG00000003470	gene:ENSCPGG00000003470	ENSCPGT00000005299	protein_coding	0	0	0	337	0	0	0	26	0	0	0	288	0	0	0	0	23
gene:ENSCPGG00000003482	gene:ENSCPGG00000003482	ENSCPGT00000005310	protein_coding	0	0	0	45	0	0	0	20	0	0	0	9	0	0	0	0	16
gene:ENSCPGG00000003485	gene:ENSCPGG00000003485	ENSCPGT00000005320	protein_coding	0	0	0	73	0	0	0	25	0	0	0	39	0	0	0	0	9
gene:ENSCPGG00000003490	gene:ENSCPGG00000003490	ENSCPGT00000005324	protein_coding	0	0	0	1514	0	0	0	30	0	0	0	1439	0	0	0	0	45
gene:ENSCPGG00000003495	gene:ENSCPGG00000003495	ENSCPGT00000005330	protein_coding	0	0	0	154	0	0	0	47	0	0	0	81	0	0	0	0	26
gene:ENSCPGG00000003507	gene:ENSCPGG00000003507	ENSCPGT00000005445	protein_coding	0	0	0	118	0	0	0	10	0	0	0	77	0	0	0	0	31
gene:ENSCPGG00000003573	gene:ENSCPGG00000003573	ENSCPGT00000005461	protein_coding	0	0	0	148	0	0	0	31	0	0	0	82	0	0	0	0	35
gene:ENSCPGG00000003585	gene:ENSCPGG00000003585	ENSCPGT00000005483	protein_coding	0	0	0	134	0	0	0	26	0	0	0	80	0	0	0	0	28
gene:ENSCPGG00000003603	gene:ENSCPGG00000003603	ENSCPGT00000005496	protein_coding	0	0	0	168	0	0	0	38	0	0	0	96	0	0	0	0	34
gene:ENSCPGG00000003603	gene:ENSCPGG00000003603	ENSCPGT00000005508	protein_coding	0	0	0	168	0	0	0	38	0	0	0	96	0	0	0	0	34
gene:ENSCPGG00000003623	gene:ENSCPGG00000003623	ENSCPGT00000005533	protein_coding	0	0	0	106	0	0	0	33	0	0	0	38	0	0	0	0	35
